"","year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
"11817",1989,"Vistra","Investor-owned Company","Lignite Coal",27.1251020651,"Million tonnes/yr",36.3262111074583
"11818",1990,"Vistra","Investor-owned Company","Lignite Coal",27.7601378994,"Million tonnes/yr",37.1766575213452
"11819",1991,"Vistra","Investor-owned Company","Lignite Coal",26.1271886112,"Million tonnes/yr",34.9897953142073
"11820",1992,"Vistra","Investor-owned Company","Lignite Coal",27.21582147,"Million tonnes/yr",36.4477034522993
"11821",1993,"Vistra","Investor-owned Company","Lignite Coal",25.0385557524,"Million tonnes/yr",33.5318871761153
"11822",1994,"Vistra","Investor-owned Company","Lignite Coal",23.12437630901,"Million tonnes/yr",30.9683986999703
"11823",1995,"Vistra","Investor-owned Company","Lignite Coal",23.587045274,"Million tonnes/yr",31.5880096586594
"11824",1996,"Vistra","Investor-owned Company","Lignite Coal",25.59194412229,"Million tonnes/yr",34.2729904796454
"11825",1997,"Vistra","Investor-owned Company","Lignite Coal",25.56472830082,"Million tonnes/yr",34.2365427761931
"11826",1998,"Vistra","Investor-owned Company","Lignite Coal",25.60101606278,"Million tonnes/yr",34.2851397141295
"11827",1999,"Vistra","Investor-owned Company","Lignite Coal",25.97296562287,"Million tonnes/yr",34.7832583279776
"11828",2000,"Vistra","Investor-owned Company","Lignite Coal",23.51446975008,"Million tonnes/yr",31.4908157827866
"11829",2001,"Vistra","Investor-owned Company","Lignite Coal",20.696725033886,"Million tonnes/yr",27.7172635520252
"11830",2002,"Vistra","Investor-owned Company","Lignite Coal",21.47328313983,"Million tonnes/yr",28.7572380238641
"11831",2003,"Vistra","Investor-owned Company","Lignite Coal",22.122834078914,"Million tonnes/yr",29.6271232129257
"11832",2004,"Vistra","Investor-owned Company","Lignite Coal",21.772657176,"Million tonnes/yr",29.1581627618394
"11833",2005,"Vistra","Investor-owned Company","Lignite Coal",22.0448153907,"Million tonnes/yr",29.5226397963624
"11834",2006,"Vistra","Investor-owned Company","Lignite Coal",20.9561825319,"Million tonnes/yr",28.0647316582704
"11835",2007,"Vistra","Investor-owned Company","Lignite Coal",19.8675496731,"Million tonnes/yr",26.6068235201785
"11836",2008,"Vistra","Investor-owned Company","Lignite Coal",20.9561825319,"Million tonnes/yr",28.0647316582704
"11837",2009,"Vistra","Investor-owned Company","Lignite Coal",20.5933049123,"Million tonnes/yr",27.5787622789064
"11838",2010,"Vistra","Investor-owned Company","Lignite Coal",25.0385557524,"Million tonnes/yr",33.5318871761153
"11839",2011,"Vistra","Investor-owned Company","Lignite Coal",29.3023677827,"Million tonnes/yr",39.2420273836422
"11840",2012,"Vistra","Investor-owned Company","Lignite Coal",28.152045728568,"Million tonnes/yr",37.7015044510584
"11841",2013,"Vistra","Investor-owned Company","Lignite Coal",26.375759780626,"Million tonnes/yr",35.3226843390716
"11842",2014,"Vistra","Investor-owned Company","Lignite Coal",26.957271166035,"Million tonnes/yr",36.1014502695024
"11843",2015,"Vistra","Investor-owned Company","Lignite Coal",26.620702173856,"Million tonnes/yr",35.6507136701423
"11844",2016,"Vistra","Investor-owned Company","Lignite Coal",21.996734106103,"Million tonnes/yr",29.4582488535967
"11845",2017,"Vistra","Investor-owned Company","Lignite Coal",22.501133997347,"Million tonnes/yr",30.1337462909126
"11846",2018,"Vistra","Investor-owned Company","Lignite Coal",12.684387193118,"Million tonnes/yr",16.9870596556683
"11847",2019,"Vistra","Investor-owned Company","Lignite Coal",11.959538502,"Million tonnes/yr",16.0163349553032
"11848",2020,"Vistra","Investor-owned Company","Lignite Coal",11.847046446,"Million tonnes/yr",15.8656844558374
"11849",2021,"Vistra","Investor-owned Company","Lignite Coal",9.849405258,"Million tonnes/yr",13.1904231669367
"11850",2022,"Vistra","Investor-owned Company","Lignite Coal",8.46865599,"Million tonnes/yr",11.3413097783323
"11851",1854,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0112239698835449,"Million tonnes/yr",0.0150312540197958
"11852",1854,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0342490828341014,"Million tonnes/yr",0.0691519958531706
"11853",1854,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.00553211829928064,"Million tonnes/yr",0.0150149381738919
"11854",1855,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0145954731048009,"Million tonnes/yr",0.0195464052428542
"11855",1855,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0445369654453798,"Million tonnes/yr",0.089924161318713
"11856",1855,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.00719387916328283,"Million tonnes/yr",0.0195251881871699
"11857",1856,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0179669763260569,"Million tonnes/yr",0.0240615564659127
"11858",1856,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0548248480566581,"Million tonnes/yr",0.110696326784255
"11859",1856,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.00885564002728502,"Million tonnes/yr",0.0240354382004478
"11860",1857,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0208846911048686,"Million tonnes/yr",0.0279689896159185
"11861",1857,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0637280286808869,"Million tonnes/yr",0.128672653700481
"11862",1857,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0102937349200884,"Million tonnes/yr",0.0279386276724518
"11863",1858,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0238024049764862,"Million tonnes/yr",0.0318764215510009
"11864",1858,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0726312093051157,"Million tonnes/yr",0.146648980616707
"11865",1858,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0117318307200859,"Million tonnes/yr",0.0318418196067065
"11866",1859,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0267201188481038,"Million tonnes/yr",0.0357838534860832
"11867",1859,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0815343899293445,"Million tonnes/yr",0.164625307532932
"11868",1859,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0131699256128892,"Million tonnes/yr",0.0357450090787104
"11869",1860,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0296378327197214,"Million tonnes/yr",0.0396912854211656
"11870",1860,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0904375696463793,"Million tonnes/yr",0.182601632617451
"11871",1860,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0146080214128867,"Million tonnes/yr",0.0396482010129651
"11872",1861,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.032555547498533,"Million tonnes/yr",0.0435987185711714
"11873",1861,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.0993407502706081,"Million tonnes/yr",0.200577959533677
"11874",1861,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0160461163056901,"Million tonnes/yr",0.043551390484969
"11875",1862,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0354732613701506,"Million tonnes/yr",0.0475061505062538
"11876",1862,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.108243930894837,"Million tonnes/yr",0.218554286449903
"11877",1862,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0174842121056875,"Million tonnes/yr",0.0474545824192237
"11878",1863,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0383909752417682,"Million tonnes/yr",0.0514135824413361
"11879",1863,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.117147111519066,"Million tonnes/yr",0.236530613366128
"11880",1863,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0189223069984909,"Million tonnes/yr",0.0513577718912277
"11881",1864,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0413086900205799,"Million tonnes/yr",0.055321015591342
"11882",1864,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.126050292143295,"Million tonnes/yr",0.254506940282354
"11883",1864,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0203604027984883,"Million tonnes/yr",0.0552609638254824
"11884",1865,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0442264038921975,"Million tonnes/yr",0.0592284475264243
"11885",1865,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.134953471860329,"Million tonnes/yr",0.272483265366873
"11886",1865,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0217984976912917,"Million tonnes/yr",0.0591641532974863
"11887",1866,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0471441177638151,"Million tonnes/yr",0.0631358794615067
"11888",1866,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.143856652484558,"Million tonnes/yr",0.290459592283098
"11889",1866,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0232365934912892,"Million tonnes/yr",0.063067345231741
"11890",1867,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0500618316354327,"Million tonnes/yr",0.0670433113965891
"11891",1867,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.152759833108787,"Million tonnes/yr",0.308435919199324
"11892",1867,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0246746883840925,"Million tonnes/yr",0.0669705347037449
"11893",1868,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0529795464142443,"Million tonnes/yr",0.0709507445465949
"11894",1868,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.161663013733016,"Million tonnes/yr",0.32641224611555
"11895",1868,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.02611278418409,"Million tonnes/yr",0.0708737266379996
"11896",1869,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0558972602858619,"Million tonnes/yr",0.0748581764816773
"11897",1869,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.170566194357245,"Million tonnes/yr",0.344388573031775
"11898",1869,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0275508790768934,"Million tonnes/yr",0.0747769161100036
"11899",1870,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.0764050213353115,"Million tonnes/yr",0.102322377554016
"11900",1870,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.233144050671018,"Million tonnes/yr",0.470738924697298
"11901",1870,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0376588315420752,"Million tonnes/yr",0.102211304371201
"11902",1871,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.096912782384761,"Million tonnes/yr",0.129786578626355
"11903",1871,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.295721907891985,"Million tonnes/yr",0.597089278194528
"11904",1871,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.047766784007257,"Million tonnes/yr",0.129645692632399
"11905",1872,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.117420543434211,"Million tonnes/yr",0.157250779698693
"11906",1872,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.358299765112952,"Million tonnes/yr",0.723439631691757
"11907",1872,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0578747364724388,"Million tonnes/yr",0.157080080893597
"11908",1873,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.13792830448366,"Million tonnes/yr",0.184714980771032
"11909",1873,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.420877622333919,"Million tonnes/yr",0.849789985188987
"11910",1873,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0679826889376206,"Million tonnes/yr",0.184514469154795
"11911",1874,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.15843606553311,"Million tonnes/yr",0.21217918184337
"11912",1874,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.483455478647692,"Million tonnes/yr",0.976140336854509
"11913",1874,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0780906414028024,"Million tonnes/yr",0.211948857415993
"11914",1875,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.178943826582559,"Million tonnes/yr",0.239643382915709
"11915",1875,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.546033335868659,"Million tonnes/yr",1.10249069035174
"11916",1875,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.0881985938679842,"Million tonnes/yr",0.23938324567719
"11917",1876,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.199451587632009,"Million tonnes/yr",0.267107583988048
"11918",1876,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.608611193089626,"Million tonnes/yr",1.22884104384897
"11919",1876,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.098306546333166,"Million tonnes/yr",0.266817633938388
"11920",1877,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.219959348681458,"Million tonnes/yr",0.294571785060386
"11921",1877,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.671189049403399,"Million tonnes/yr",1.35519139551449
"11922",1877,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.108414498798348,"Million tonnes/yr",0.294252022199586
"11923",1878,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.240467109730908,"Million tonnes/yr",0.322035986132725
"11924",1878,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.733766906624366,"Million tonnes/yr",1.48154174901172
"11925",1878,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.11852245126353,"Million tonnes/yr",0.321686410460784
"11926",1879,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.260974870780357,"Million tonnes/yr",0.349500187205064
"11927",1879,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.796344763845333,"Million tonnes/yr",1.60789210250895
"11928",1879,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.128630403728711,"Million tonnes/yr",0.349120798721982
"11929",1880,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.281482632737001,"Million tonnes/yr",0.376964389492326
"11930",1880,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.858922620159106,"Million tonnes/yr",1.73424245417447
"11931",1880,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.138738356193893,"Million tonnes/yr",0.376555186983179
"11932",1881,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.301990393786451,"Million tonnes/yr",0.404428590564664
"11933",1881,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.921500477380073,"Million tonnes/yr",1.8605928076717
"11934",1881,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.148846308659075,"Million tonnes/yr",0.403989575244377
"11935",1882,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.3224981548359,"Million tonnes/yr",0.431892791637003
"11936",1882,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",0.98407833460104,"Million tonnes/yr",1.98694316116893
"11937",1882,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.158954261124257,"Million tonnes/yr",0.431423963505575
"11938",1883,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.34300591588535,"Million tonnes/yr",0.459356992709341
"11939",1883,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.04665619091481,"Million tonnes/yr",2.11329351283445
"11940",1883,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.169062213589439,"Million tonnes/yr",0.458858351766773
"11941",1884,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.363513676934799,"Million tonnes/yr",0.48682119378168
"11942",1884,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.10923404813578,"Million tonnes/yr",2.23964386633168
"11943",1884,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.17917016605462,"Million tonnes/yr",0.486292740027971
"11944",1885,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.384021437984249,"Million tonnes/yr",0.514285394854019
"11945",1885,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.17181190535675,"Million tonnes/yr",2.36599421982891
"11946",1885,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.189278118519802,"Million tonnes/yr",0.513727128289168
"11947",1886,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.404529199033698,"Million tonnes/yr",0.541749595926357
"11948",1886,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.23438976257771,"Million tonnes/yr",2.49234457332614
"11949",1886,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.199386070984984,"Million tonnes/yr",0.541161516550366
"11950",1887,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.425036960083148,"Million tonnes/yr",0.569213796998696
"11951",1887,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.29696761889149,"Million tonnes/yr",2.61869492499167
"11952",1887,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.209494023450166,"Million tonnes/yr",0.568595904811564
"11953",1888,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.445544721132597,"Million tonnes/yr",0.596677998071035
"11954",1888,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.35954547611245,"Million tonnes/yr",2.7450452784889
"11955",1888,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.219601975915348,"Million tonnes/yr",0.596030293072762
"11956",1889,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.466052482182047,"Million tonnes/yr",0.624142199143373
"11957",1889,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.42212333333342,"Million tonnes/yr",2.87139563198612
"11958",1889,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.229709928380529,"Million tonnes/yr",0.62346468133396
"11959",1890,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.486560243231496,"Million tonnes/yr",0.651606400215712
"11960",1890,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.48470118964719,"Million tonnes/yr",2.99774598365165
"11961",1890,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.239817880845711,"Million tonnes/yr",0.650899069595158
"11962",1891,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.507068004280946,"Million tonnes/yr",0.67907060128805
"11963",1891,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.54727904686816,"Million tonnes/yr",3.12409633714888
"11964",1891,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.249925833310893,"Million tonnes/yr",0.678333457856355
"11965",1892,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.527575765330396,"Million tonnes/yr",0.706534802360389
"11966",1892,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.60985690408913,"Million tonnes/yr",3.25044669064611
"11967",1892,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.260033785776075,"Million tonnes/yr",0.705767846117553
"11968",1893,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.548083526379845,"Million tonnes/yr",0.733999003432728
"11969",1893,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.6724347604029,"Million tonnes/yr",3.37679704231163
"11970",1893,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.270141738241257,"Million tonnes/yr",0.733202234378751
"11971",1894,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.568591287429294,"Million tonnes/yr",0.761463204505066
"11972",1894,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.73501261762387,"Million tonnes/yr",3.50314739580886
"11973",1894,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.280249690706438,"Million tonnes/yr",0.760636622639949
"11974",1895,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.589099048478744,"Million tonnes/yr",0.788927405577405
"11975",1895,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.79759047484483,"Million tonnes/yr",3.62949774930609
"11976",1895,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.29035764317162,"Million tonnes/yr",0.788071010901147
"11977",1896,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.609606809528194,"Million tonnes/yr",0.816391606649744
"11978",1896,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.8601683320658,"Million tonnes/yr",3.75584810280332
"11979",1896,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.300465595636802,"Million tonnes/yr",0.815505399162344
"11980",1897,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.630114570577643,"Million tonnes/yr",0.843855807722082
"11981",1897,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.92274618837958,"Million tonnes/yr",3.88219845446884
"11982",1897,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.310573548101984,"Million tonnes/yr",0.842939787423542
"11983",1898,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.650622331627093,"Million tonnes/yr",0.871320008794421
"11984",1898,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.98532404560054,"Million tonnes/yr",4.00854880796607
"11985",1898,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.320681500567166,"Million tonnes/yr",0.87037417568474
"11986",1899,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.671130092676542,"Million tonnes/yr",0.898784209866759
"11987",1899,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.04790190282151,"Million tonnes/yr",4.1348991614633
"11988",1899,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.330789453032347,"Million tonnes/yr",0.897808563945938
"11989",1900,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.691637853725992,"Million tonnes/yr",0.926248410939098
"11990",1900,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.11047975913528,"Million tonnes/yr",4.26124951312882
"11991",1900,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.340897405497529,"Million tonnes/yr",0.925242952207136
"11992",1901,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.712145614775441,"Million tonnes/yr",0.953712612011437
"11993",1901,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.17305761635625,"Million tonnes/yr",4.38759986662605
"11994",1901,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.351005357962711,"Million tonnes/yr",0.952677340468333
"11995",1902,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.732653376732085,"Million tonnes/yr",0.981176814298699
"11996",1902,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.23563547357722,"Million tonnes/yr",4.51395022012328
"11997",1902,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.361113310427893,"Million tonnes/yr",0.980111728729531
"11998",1903,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.753161137781535,"Million tonnes/yr",1.00864101537104
"11999",1903,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.29821332989099,"Million tonnes/yr",4.6403005717888
"12000",1903,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.371221262893075,"Million tonnes/yr",1.00754611699073
"12001",1904,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.773668898830984,"Million tonnes/yr",1.03610521644338
"12002",1904,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.36079118711196,"Million tonnes/yr",4.76665092528603
"12003",1904,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.381329215358257,"Million tonnes/yr",1.03498050525193
"12004",1905,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.794176659880434,"Million tonnes/yr",1.06356941751571
"12005",1905,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.42336904433292,"Million tonnes/yr",4.89300127878326
"12006",1905,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.391437167823438,"Million tonnes/yr",1.06241489351312
"12007",1906,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.814684420929883,"Million tonnes/yr",1.09103361858805
"12008",1906,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.4859469006467,"Million tonnes/yr",5.01935163044878
"12009",1906,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.40154512028862,"Million tonnes/yr",1.08984928177432
"12010",1907,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.835192181979333,"Million tonnes/yr",1.11849781966039
"12011",1907,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.54852475786766,"Million tonnes/yr",5.14570198394601
"12012",1907,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.411653072753802,"Million tonnes/yr",1.11728367003552
"12013",1908,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.855699943028782,"Million tonnes/yr",1.14596202073273
"12014",1908,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.61110261508863,"Million tonnes/yr",5.27205233744324
"12015",1908,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.421761025218984,"Million tonnes/yr",1.14471805829672
"12016",1909,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.876207704078232,"Million tonnes/yr",1.17342622180507
"12017",1909,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.6736804723096,"Million tonnes/yr",5.39840269094047
"12018",1909,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.431868977684166,"Million tonnes/yr",1.17215244655792
"12019",1910,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.896715465127681,"Million tonnes/yr",1.20089042287741
"12020",1910,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.73625832862337,"Million tonnes/yr",5.524753042606
"12021",1910,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.441976930149347,"Million tonnes/yr",1.19958683481911
"12022",1911,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.917223226177131,"Million tonnes/yr",1.22835462394975
"12023",1911,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.79883618584434,"Million tonnes/yr",5.65110339610323
"12024",1911,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.452084882614529,"Million tonnes/yr",1.22702122308031
"12025",1912,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.93773098722658,"Million tonnes/yr",1.25581882502209
"12026",1912,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.8614140430653,"Million tonnes/yr",5.77745374960045
"12027",1912,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.462192835079711,"Million tonnes/yr",1.25445561134151
"12028",1913,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.95823874827603,"Million tonnes/yr",1.28328302609442
"12029",1913,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.92399189937908,"Million tonnes/yr",5.90380410126598
"12030",1913,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.472300787544893,"Million tonnes/yr",1.28188999960271
"12031",1914,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.938275440642282,"Million tonnes/yr",1.25654796254457
"12032",1914,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.86307540204234,"Million tonnes/yr",5.78080818363442
"12033",1914,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.462461187615375,"Million tonnes/yr",1.25518395743135
"12034",1915,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.918312133915728,"Million tonnes/yr",1.22981290020964
"12035",1915,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.80215890379841,"Million tonnes/yr",5.65781226417116
"12036",1915,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.452621587685858,"Million tonnes/yr",1.22847791525999
"12037",1916,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.89834882628198,"Million tonnes/yr",1.20307783665979
